ex_id,name,category,difficulty_level,duration_sec,contraindications,gifUrl,bodyPart,secondaryMuscles,instructions
219,rear pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/FCLINY5buxki-E,back,,"Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your body straight. Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
220,reverse crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/CHdP8JHlAjGiSf,waist,,"Lie flat on your back with your arms extended along your sides. Bend your knees and lift your feet off the ground, bringing your thighs perpendicular to the floor. Contract your abs and curl your hips off the floor, bringing your knees towards your chest. Pause for a moment at the top, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions."
221,reverse dip,근력,2,20,triceps,https://v2.exercisedb.io/image/CWMIhiDemD43rf,upper arms,,"Position yourself between two parallel bars with your arms fully extended and your body straight. Lower your body by bending your elbows until your upper arms are parallel to the ground. Pause for a moment, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
222,reverse grip pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/cbZdnM8ePFs2F4,back,,"Grab the pull-up bar with an underhand grip, hands shoulder-width apart. Hang from the bar with your arms fully extended and your body straight. Engage your back muscles and pull your body up towards the bar, leading with your chest. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
223,reverse hyper on flat bench,근력,1,20,glutes,https://v2.exercisedb.io/image/k5J1S-R8eDzFB5,upper legs,,"Lie face down on a flat bench with your hips at the edge and your legs hanging off the bench. Hold onto the bench for stability. Keeping your legs straight, raise them up towards the ceiling as high as you can. Squeeze your glutes at the top of the movement. Slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
224,reverse plank with leg lift,근력,1,20,abs,https://v2.exercisedb.io/image/hPL3XoZlgiStwL,waist,,"Sit on the ground with your legs extended in front of you and your hands resting on the ground behind you, fingers pointing towards your feet. Press through your hands and lift your hips off the ground, coming into a reverse plank position. Engage your core and lift one leg off the ground, extending it straight up towards the ceiling. Hold for a moment, then lower your leg back down. Repeat with the other leg. Continue alternating legs for the desired number of repetitions."
225,ring dips,근력,2,20,triceps,https://v2.exercisedb.io/image/0k68uYx47NuaZQ,upper arms,,Start by hanging from the rings with your arms fully extended and your body straight. Lower your body by bending your elbows until your shoulders are below your elbows. Push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions.
226,rocking frog stretch,스트레칭,1,20,glutes,https://v2.exercisedb.io/image/KupPkwUWbgxpFj,upper legs,,"Start by kneeling on the ground with your knees hip-width apart. Place your hands on the ground in front of you for support. Slowly lean forward, shifting your weight onto your hands and extending your legs behind you. Keep your back straight and engage your glutes as you push your hips back and up towards the ceiling. Hold this position for a few seconds, feeling a stretch in your glutes. Slowly return to the starting position by bending your knees and lowering your hips back down. Repeat for the desired number of repetitions."
227,rocky pull-up pulldown,근력,3,20,lats,https://v2.exercisedb.io/image/7cuYxpy0n9sLX5,back,,"Stand in front of a pull-up bar with your feet shoulder-width apart. Reach up and grab the bar with an overhand grip, slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your body straight. Engage your back muscles and pull your body up towards the bar, leading with your chest. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
228,run,유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/hrAa8vzKcKMB2W,cardio,,"Start by standing upright with your feet hip-width apart. Engage your core and keep your upper body relaxed. Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet. Maintain a steady pace and continue jogging for the desired duration or distance. Remember to breathe deeply and maintain good posture throughout the exercise."
229,run (equipment),유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/w6TdZTz6jyj5Er,cardio,,"Start by standing upright with your feet hip-width apart. Engage your core and keep your upper body relaxed. Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet. Maintain a steady pace and continue jogging for the desired duration or distance. Remember to breathe deeply and maintain good posture throughout the exercise."
230,runners stretch,유산소,1,20,hamstrings,https://v2.exercisedb.io/image/dA2RZTTki9RNZc,upper legs,,"Stand with your feet hip-width apart. Take a step forward with your right foot, keeping your left foot planted. Bend your right knee and lower your body down, keeping your left leg straight. Place your hands on your right thigh for support. Hold the stretch for 20-30 seconds, then switch sides and repeat."
231,russian twist,근력,1,20,abs,https://v2.exercisedb.io/image/hg4EMibfvBZEYz,waist,,"Sit on the ground with your knees bent and feet flat on the floor. Lean back slightly while keeping your back straight and your core engaged. Hold your hands together in front of your chest or hold a weight if desired. Lift your feet off the ground, balancing on your sit bones. Twist your torso to the right, bringing your hands or weight towards the right side of your body. Pause for a moment, then twist your torso to the left, bringing your hands or weight towards the left side of your body. Continue alternating sides for the desired number of repetitions."
232,scapula dips,근력,2,20,traps,https://v2.exercisedb.io/image/9YHzd0IKZHjWc3,back,,"Start by standing with your feet shoulder-width apart and your arms extended in front of you. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Lower your body by bending your elbows and retracting your shoulder blades, as if you are trying to squeeze a pencil between them. Pause for a moment at the bottom, then push through your hands to extend your elbows and return to the starting position. Repeat for the desired number of repetitions."
233,scapula push-up,근력,2,20,serratus anterior,https://v2.exercisedb.io/image/C1-F3Jt-13IaIt,chest,,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line. Lower your chest towards the ground, keeping your elbows close to your body. As you lower, squeeze your shoulder blades together and push your chest forward. Pause for a moment at the bottom, then push back up to the starting position. Repeat for the desired number of repetitions."
234,scapular pull-up,근력,3,20,traps,https://v2.exercisedb.io/image/WBgt2EzoQMUeHH,back,,"Start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended. Retract your shoulder blades by pulling them down and back. Engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
235,scissor jumps (male),유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/3FmT4YfIN6Ynbt,cardio,,"Stand with your feet shoulder-width apart. Jump off the ground and simultaneously cross your right leg in front of your left leg. As you land, quickly switch legs, crossing your left leg in front of your right leg. Continue alternating legs and jumping as quickly as possible. Repeat for the desired number of repetitions."
236,seated calf stretch (male),스트레칭,1,20,calves,https://v2.exercisedb.io/image/LMbVbz35RTzTWa,lower legs,,"Sit on the edge of a chair or bench with your feet flat on the ground. Extend one leg straight out in front of you, keeping your heel on the ground. Lean forward slightly, feeling a stretch in your calf muscle. Hold the stretch for 20-30 seconds. Switch legs and repeat the stretch."
237,seated glute stretch,스트레칭,1,20,glutes,https://v2.exercisedb.io/image/BeLMEwrrqJ0-O0,upper legs,,"Sit on the ground with your legs extended in front of you. Bend your right knee and cross your right ankle over your left thigh. Place your right hand on the ground behind you for support. With your left hand, gently press down on your right knee to deepen the stretch. Hold the stretch for 30 seconds to 1 minute. Switch sides and repeat."
238,seated leg raise,근력,2,20,abs,https://v2.exercisedb.io/image/fBlO7Anbhp-Ops,waist,,"Sit on a flat bench with your back straight and your feet flat on the ground. Place your hands on the sides of the bench for support. Keeping your legs straight, slowly raise them up in front of you until they are parallel to the ground. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
239,seated lower back stretch,스트레칭,1,20,lats,https://v2.exercisedb.io/image/gzjtZ5tPzmHRqh,back,,"Sit on the edge of a chair with your feet flat on the ground. Place your hands on your thighs or on the sides of the chair for support. Slowly lean forward from your hips, keeping your back straight. Feel the stretch in your lower back and hold for 20-30 seconds. Slowly return to the starting position and repeat for the desired number of repetitions."
240,seated piriformis stretch,스트레칭,1,20,glutes,https://v2.exercisedb.io/image/8DcjA5MZH2J1bf,upper legs,,"Sit on the ground with your legs extended in front of you. Bend your right knee and place your right foot on the outside of your left knee. Place your left elbow on the outside of your right knee and gently twist your torso to the right. Hold the stretch for 20-30 seconds, then switch sides and repeat."
241,seated side crunch (wall),유산소,2,20,abs,https://v2.exercisedb.io/image/4vcoYAquUxxYZ9,waist,,"Sit on the floor with your back against a wall and your legs extended in front of you. Bend your knees and place your feet flat on the floor, hip-width apart. Place your hands behind your head with your elbows pointing outwards. Engage your abs and lean to one side, bringing your elbow towards your hip. Pause for a moment, then return to the starting position. Repeat on the other side. Continue alternating sides for the desired number of repetitions."
242,seated wide angle pose sequence,스트레칭,1,20,hamstrings,https://v2.exercisedb.io/image/kw9N0PAyu-FHSU,upper legs,,"Sit on the ground with your legs extended in a wide angle. Flex your feet and engage your quadriceps. Place your hands on the ground behind you for support. Keeping your back straight, lean forward from your hips. Continue leaning forward until you feel a stretch in your hamstrings. Hold this position for a few breaths. Slowly release the stretch and return to the starting position. Repeat for the desired number of repetitions."
243,self assisted inverse leg curl,근력,1,20,hamstrings,https://v2.exercisedb.io/image/keFxsmOPilfgQS,upper legs,,"Lie flat on your back on a mat or bench with your legs extended. Place your hands by your sides or under your glutes for support. Bend your knees and lift your feet off the ground, bringing your thighs towards your chest. Pause for a moment at the top, then slowly lower your legs back to the starting position. Repeat for the desired number of repetitions."
244,self assisted inverse leg curl,근력,1,20,hamstrings,https://v2.exercisedb.io/image/GSlJi57a1pNsWq,upper legs,,"Lie face down on a leg curl machine with your legs extended and your ankles hooked under the padded lever. Place your hands on the side handles of the machine for support. Keeping your upper body stationary, exhale and curl your legs upward as far as possible. Hold the contracted position for a brief pause as you squeeze your hamstrings. Slowly lower your legs back to the starting position while inhaling. Repeat for the desired number of repetitions."
245,self assisted inverse leg curl (on floor),근력,1,20,hamstrings,https://v2.exercisedb.io/image/ehmX93egMB2DVR,upper legs,,"Lie flat on your back with your legs extended and your arms by your sides. Bend your knees and place your feet flat on the ground, hip-width apart. Lift your hips off the ground, engaging your glutes and hamstrings. Slowly curl your legs towards your glutes, keeping your hips lifted. Pause for a moment at the top, then slowly extend your legs back to the starting position. Lower your hips back down to the ground. Repeat for the desired number of repetitions."
246,semi squat jump (male),유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/SwId-E0R7010Gl,cardio,,"Stand with your feet shoulder-width apart. Bend your knees and lower your body into a squat position. Jump explosively, extending your hips and knees while swinging your arms for momentum. Land softly on the balls of your feet and immediately go into the next repetition. Repeat for the desired number of repetitions."
247,short stride run,유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/N-7ex8BnnpnedS,cardio,,"Find an open space or a treadmill to perform the exercise. Stand tall with your feet hip-width apart. Start jogging in place, lifting your knees high and pumping your arms. After a few seconds, start taking short strides forward, maintaining a quick pace. Continue running with short strides for the desired duration or distance."
248,shoulder grip pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/0OrUH-BPGSAh3h,back,,"Grab the pull-up bar with a shoulder-width grip, palms facing away from you. Hang freely with your arms fully extended. Engage your back muscles and pull your body up towards the bar until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
249,shoulder tap,근력,2,20,abs,https://v2.exercisedb.io/image/ovo0IVKQmQaACm,waist,,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line. Engage your core and lift your right hand off the ground, reaching across to tap your left shoulder. Place your right hand back on the ground and repeat with your left hand tapping your right shoulder. Continue alternating shoulder taps while keeping your hips and torso stable. Repeat for the desired number of repetitions."
250,shoulder tap push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/nzJi6QgOTxEA34,chest,,"Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line from head to heels. Lower your body towards the ground by bending your elbows, keeping them close to your sides. As you push back up, lift your right hand off the ground and tap your left shoulder. Return your right hand to the ground and repeat the push-up, this time lifting your left hand and tapping your right shoulder. Continue alternating shoulder taps with each push-up repetition. Maintain a stable core and avoid excessive hip rotation throughout the exercise. Repeat for the desired number of repetitions."
251,side bridge hip abduction,근력,1,20,abductors,https://v2.exercisedb.io/image/M0eslUasoorasw,upper legs,,"Lie on your side with your legs extended and stacked on top of each other. Prop yourself up on your forearm, keeping your elbow directly below your shoulder. Engage your core and lift your hips off the ground, creating a straight line from your head to your feet. While keeping your core engaged, lift your top leg as high as possible without rotating your hips. Pause for a moment at the top, then lower your leg back down. Repeat for the desired number of repetitions, then switch sides."
252,side bridge v. 2,근력,1,20,abs,https://v2.exercisedb.io/image/Siik0h0m6CK5mL,waist,,"Lie on your side with your legs extended and stacked on top of each other. Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle. Engage your core and lift your hips off the ground, creating a straight line from your head to your feet. Hold this position for the desired amount of time. Lower your hips back down to the starting position. Repeat on the other side."
253,side hip (on parallel bars),근력,2,20,abs,https://v2.exercisedb.io/image/B4lvEunKpygBRM,waist,,"Stand between two parallel bars with your feet shoulder-width apart. Place your hands on the bars and lift your body off the ground, supporting your weight on your arms. Engage your abs and slowly lift your legs to the side, keeping them straight. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
254,side hip abduction,근력,2,20,abductors,https://v2.exercisedb.io/image/7q1pjYhPz3olwX,upper legs,,"Stand with your feet shoulder-width apart and your hands on your hips. Shift your weight to one leg and lift the opposite leg out to the side, keeping it straight. Pause for a moment at the top, then slowly lower your leg back down to the starting position. Repeat on the other side. Continue alternating sides for the desired number of repetitions."
255,side lying floor stretch,스트레칭,1,20,lats,https://v2.exercisedb.io/image/R0MxwGJtPiOOyL,back,,"Lie on your side with your legs straight and your bottom arm extended straight overhead. Bend your top knee and place your foot on the ground in front of your bottom leg. Reach your top arm over your head and grab onto something stable, like a wall or a piece of furniture. Slowly lift your bottom leg off the ground, keeping it straight, until you feel a stretch in your side. Hold the stretch for 20-30 seconds, then slowly lower your leg back down. Repeat on the other side."
256,side lying hip adduction (male),근력,1,20,adductors,https://v2.exercisedb.io/image/u7dkXbC4ASL-fw,upper legs,,"Lie on your side with your legs straight and stacked on top of each other. Place your bottom arm under your head for support. Engage your adductors and lift your top leg as high as possible without rotating your hips or leaning backward. Pause for a moment at the top, then slowly lower your leg back down to the starting position. Repeat for the desired number of repetitions, then switch sides."
257,side plank hip adduction,근력,1,20,adductors,https://v2.exercisedb.io/image/UHL7-7ZsUjK8GD,upper legs,,"Start by lying on your side with your legs extended and stacked on top of each other. Prop yourself up on your forearm, keeping your elbow directly below your shoulder. Engage your core and lift your hips off the ground, creating a straight line from your head to your feet. While maintaining the side plank position, lift your top leg towards the ceiling, keeping it straight. Slowly lower your leg back down to the starting position. Repeat for the desired number of repetitions, then switch sides."
258,side push neck stretch,스트레칭,1,20,levator scapulae,https://v2.exercisedb.io/image/SL03AL7XKM6M0L,neck,,"Stand or sit up straight with your shoulders relaxed. Tilt your head to the right, bringing your right ear towards your right shoulder. Place your right hand on the left side of your head and gently apply pressure to increase the stretch. Hold the stretch for 15-30 seconds. Repeat on the other side, tilting your head to the left and applying pressure with your left hand. Repeat the stretch 2-3 times on each side."
259,side push-up,근력,1,20,triceps,https://v2.exercisedb.io/image/jtIFHO2qdEjTL5,upper arms,,"Start by lying on your side with your legs extended and stacked on top of each other. Place your bottom hand on the ground directly under your shoulder, fingers pointing forward. Press through your bottom hand to lift your body off the ground, keeping your legs straight and your core engaged. Extend your top arm straight up towards the ceiling, creating a straight line from your head to your heels. Lower your body back down to the starting position with control. Repeat for the desired number of repetitions, then switch sides."
260,side wrist pull stretch,스트레칭,1,20,forearms,https://v2.exercisedb.io/image/KEniFLIdF6CLAn,lower arms,,"Stand with your feet shoulder-width apart and your arms extended in front of you. Extend your right arm out to the side, parallel to the ground, with your palm facing down. With your left hand, grab your right hand and gently pull it towards your body, feeling a stretch in your right forearm. Hold the stretch for 15-30 seconds, then release. Repeat on the other side."
261,side-to-side chin,근력,3,20,lats,https://v2.exercisedb.io/image/RjRTnZnbTpTvy9,back,,"Stand with your feet shoulder-width apart and your knees slightly bent. Grasp a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your body relaxed. Pull yourself up by bending your elbows and bringing your chin towards the bar, while keeping your body straight. Once your chin is above the bar, lower yourself back down to the starting position. Repeat for the desired number of repetitions."
262,side-to-side toe touch (male),근력,2,20,abs,https://v2.exercisedb.io/image/HMn2kfStnD1MRo,waist,,"Stand with your feet shoulder-width apart and your arms extended to the sides. Bend at the waist to the right, reaching your right hand towards your right foot while keeping your left hand extended to the side. Return to the starting position and then bend at the waist to the left, reaching your left hand towards your left foot while keeping your right hand extended to the side. Repeat the side-to-side bending motion for the desired number of repetitions."
263,single arm push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/Xef3q6NP0Eyopb,chest,,"Start in a push-up position with your hands shoulder-width apart and one hand placed slightly wider than the other. Engage your core and lower your body towards the ground by bending your elbows, keeping your back straight. As you lower yourself, shift your weight to one side and lift the opposite arm off the ground, extending it straight out to the side. Push through your chest and triceps to raise your body back up to the starting position, while simultaneously lowering your extended arm back to the ground. Repeat the movement, alternating the arm you extend with each repetition."
264,single leg bridge with outstretched leg,스트레칭,3,20,glutes,https://v2.exercisedb.io/image/rpNX7x9ftIKuiz,upper legs,,"Lie on your back with your knees bent and feet flat on the ground. Extend one leg straight out in front of you. Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. Hold for a moment at the top, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions, then switch legs."
265,single leg platform slide,근력,3,20,hamstrings,https://v2.exercisedb.io/image/-84e1PPLK0hSWq,upper legs,,"Start by standing with one foot on a platform or slide board. Bend your knee slightly and slide the foot on the platform backward, extending your leg. Keep your core engaged and maintain a straight posture throughout the movement. Slowly return to the starting position by sliding your foot back to the initial position. Repeat the movement for the desired number of repetitions, then switch legs."
266,single leg squat (pistol) male,근력,3,20,glutes,https://v2.exercisedb.io/image/DuaV8ENPie1M5H,upper legs,,"Stand with your feet shoulder-width apart and arms extended in front of you. Lift your right foot off the ground and extend it forward. Slowly lower your body down by bending your left knee and pushing your hips back. Keep your chest up and your back straight as you lower yourself down. Lower until your left thigh is parallel to the ground, or as low as you can comfortably go. Pause for a moment at the bottom, then push through your left heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs."
267,sissy squat,근력,1,20,quads,https://v2.exercisedb.io/image/LrkR0sFQ08eaWq,upper legs,,"Stand with your feet shoulder-width apart and your toes pointing slightly outward. Hold onto a stable object for balance if needed. Slowly lower your body by bending your knees and leaning back, keeping your torso upright. Continue lowering until your thighs are parallel to the ground or as far as you can comfortably go. Pause for a moment, then push through your heels to return to the starting position. Repeat for the desired number of repetitions."
268,sit-up v. 2,근력,1,20,abs,https://v2.exercisedb.io/image/PO6mdK4Cb4lwh2,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
269,sit-up with arms on chest,근력,1,20,abs,https://v2.exercisedb.io/image/zSgBaDTAoY5zr7,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Cross your arms over your chest. Engaging your abs, lift your upper body off the ground towards your knees. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
270,skater hops,유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/IKl-XOFeAsP69P,cardio,,"Stand with your feet shoulder-width apart. Bend your knees slightly and jump to the right, landing on your right foot. As you land, swing your left leg behind your right leg and tap the ground with your left toes. Immediately jump to the left, landing on your left foot. As you land, swing your right leg behind your left leg and tap the ground with your right toes. Continue alternating sides, jumping and tapping the ground with each leg. Repeat for the desired number of repetitions."
271,ski step,유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/lXGyU1EppCeW9C,cardio,,"Stand with your feet shoulder-width apart. Bend your knees slightly and keep your back straight. Jump to the right, landing on your right foot while swinging your left leg behind your right leg. Immediately jump to the left, landing on your left foot while swinging your right leg behind your left leg. Continue alternating jumps from side to side, mimicking a skiing motion. Repeat for the desired number of repetitions."
272,skin the cat,근력,2,20,upper back,https://v2.exercisedb.io/image/b5ScsGQHZaiEZ8,back,,"Start by hanging from a bar with your arms fully extended and your body relaxed. Engage your core and lift your legs up, bringing your knees towards your chest. Continue to lift your legs up and over your head, allowing your body to pass through the arms. Once your legs are fully extended over your head, begin to lower them back down towards the starting position. As you lower your legs, allow your body to pass back through the arms until you are hanging with your arms fully extended again. Repeat for the desired number of repetitions."
273,sphinx,근력,1,20,spine,https://v2.exercisedb.io/image/cK-E9PrFSKctL2,back,,"Lie face down on the ground with your forearms flat on the floor, elbows directly under your shoulders. Engage your core and lift your chest off the ground, keeping your forearms and toes on the floor. Hold this position for a few seconds, making sure to keep your neck in a neutral position. Slowly lower your chest back down to the starting position. Repeat for the desired number of repetitions."
274,spider crawl push up,근력,2,20,glutes,https://v2.exercisedb.io/image/qUEBM-oJqtsetZ,upper legs,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Bring your right knee towards your right elbow, keeping it off the ground. As you bring your right knee back, simultaneously lower your body towards the ground by bending your elbows. Push back up to the starting position and repeat with your left knee towards your left elbow. Continue alternating sides for the desired number of repetitions."
275,spine stretch,스트레칭,1,20,spine,https://v2.exercisedb.io/image/Qnk7FsmEu7oszG,back,,"Sit on the ground with your legs extended in front of you. Place your hands on the ground behind you, fingers pointing towards your body. Engage your core and slowly lean back, keeping your back straight. Continue leaning back until you feel a stretch in your spine. Hold the stretch for a few seconds, then slowly return to the starting position. Repeat for the desired number of repetitions."
276,spine twist,근력,2,20,abs,https://v2.exercisedb.io/image/hhlippuih0C8Gc,waist,,"Sit on the ground with your legs extended in front of you. Bend your knees and place your feet flat on the ground, hip-width apart. Place your hands behind your head with your elbows pointing outwards. Engage your abs and slowly twist your torso to the right, bringing your right elbow towards your left knee. Pause for a moment at the end of the twist, then slowly return to the starting position. Repeat the twist to the left side, bringing your left elbow towards your right knee. Continue alternating sides for the desired number of repetitions."
277,split squats,근력,2,20,quads,https://v2.exercisedb.io/image/rfK78DsvTDNwZZ,upper legs,,"Stand with your feet shoulder-width apart. Take a step forward with one foot and place it about two feet in front of the other foot. Lower your body by bending your knees and hips, keeping your back straight. Continue lowering until your front thigh is parallel to the ground, and your back knee is hovering just above the ground. Pause for a moment, then push through your front heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs and repeat."
278,squat to overhead reach,근력,2,20,quads,https://v2.exercisedb.io/image/LEFGYrKlW8mI0r,upper legs,,"Stand with your feet shoulder-width apart and toes slightly turned out. Lower your body down into a squat position by bending your knees and pushing your hips back. As you come up from the squat, extend your arms overhead, reaching towards the ceiling. Return to the starting position by lowering your arms and bending your knees to squat down again. Repeat for the desired number of repetitions."
279,squat to overhead reach with twist,근력,2,20,quads,https://v2.exercisedb.io/image/tKlJO8SxxyGCA8,upper legs,,"Stand with your feet shoulder-width apart and toes slightly turned out. Lower your body into a squat position by bending your knees and pushing your hips back. As you come up from the squat, raise your arms overhead and twist your torso to one side. Return to the starting position and repeat the squat, this time twisting your torso to the opposite side. Continue alternating sides with each squat repetition."
280,stalder press,근력,2,20,triceps,https://v2.exercisedb.io/image/DXZTslz1bppd-v,upper arms,,"Start by standing with your feet shoulder-width apart and your arms extended overhead. Bend your knees slightly and engage your core. Lower your body down into a squat position while keeping your arms extended overhead. As you squat down, press your arms down towards the ground, engaging your triceps. Pause for a moment at the bottom of the squat, then push through your heels to stand back up while simultaneously raising your arms back overhead. Repeat for the desired number of repetitions."
281,standing archer,근력,1,20,upper back,https://v2.exercisedb.io/image/8I3c72XdaCDWfT,back,,"Stand with your feet shoulder-width apart and your knees slightly bent. Extend your arms straight out in front of you at shoulder height, parallel to the ground. Rotate your torso to the right, keeping your arms extended and your back straight. As you rotate, extend your right arm forward and your left arm back, mimicking the motion of drawing a bowstring. Hold the position for a moment, then return to the starting position. Repeat the motion, this time rotating your torso to the left and extending your left arm forward and your right arm back. Continue alternating sides for the desired number of repetitions."
282,standing calf raise (on a staircase),근력,1,20,calves,https://v2.exercisedb.io/image/Ep2UDrBRPyW4mt,lower legs,,"Stand on the edge of a step or a sturdy platform with your heels hanging off and your toes on the step. Hold onto a railing or wall for balance if needed. Slowly raise your heels as high as possible, lifting your body weight onto the balls of your feet. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions."
283,standing calves,근력,1,20,calves,https://v2.exercisedb.io/image/WcvGStN5gT3TvE,lower legs,,"Stand with your feet shoulder-width apart, toes pointing forward. Raise your heels off the ground as high as possible, standing on your toes. Hold the position for a moment, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions."
284,standing calves calf stretch,스트레칭,1,20,calves,https://v2.exercisedb.io/image/XykCsfHo8A8imQ,lower legs,,"Stand facing a wall or sturdy object, about an arm's length away. Place your hands on the wall or object at shoulder height. Step back with one foot, keeping your heel flat on the ground. Bend your front knee slightly and lean forward, keeping your back leg straight. You should feel a stretch in your calf muscle. Hold the stretch for 20-30 seconds. Repeat on the other leg."
285,standing lateral stretch,스트레칭,1,20,lats,https://v2.exercisedb.io/image/RHFqiHrGaHh7Tz,back,,"Stand with your feet shoulder-width apart and your knees slightly bent. Extend your arms straight out to the sides, parallel to the ground. Slowly lean your upper body to one side, feeling a stretch in your side and lats. Hold the stretch for 15-30 seconds. Return to the starting position and repeat on the other side. Repeat for the desired number of repetitions."
286,standing pelvic tilt,근력,1,20,spine,https://v2.exercisedb.io/image/bkoL8l15OlxUtg,back,,"Stand with your feet shoulder-width apart and your knees slightly bent. Place your hands on your hips or let them hang by your sides. Engage your core muscles and tilt your pelvis forward, pushing your lower back towards the wall behind you. Hold the position for a few seconds, then release and return to the starting position. Repeat for the desired number of repetitions."
287,standing single leg curl,근력,3,20,hamstrings,https://v2.exercisedb.io/image/-KfveQEkhLBb9t,upper legs,,"Stand with your feet hip-width apart and your hands on your hips. Shift your weight onto your left leg and lift your right foot off the ground, bending your knee. Slowly curl your right heel towards your glutes, squeezing your hamstring. Pause for a moment at the top, then slowly lower your right foot back down to the starting position. Repeat for the desired number of repetitions, then switch legs."
288,star jump (male),유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/RvxoaiwuERA8xT,cardio,,"Stand with your feet shoulder-width apart and your arms by your sides. Bend your knees slightly and jump up explosively. As you jump, spread your legs and extend your arms out to the sides, forming a star shape with your body. Land softly on the balls of your feet with your knees slightly bent. Repeat for the desired number of repetitions."
289,straddle maltese,근력,1,20,abs,https://v2.exercisedb.io/image/xQz5OJg-16tRGS,waist,,"Start by hanging from a pair of rings with your arms fully extended and your body in a straight line. Spread your legs wide apart, forming a straddle position. Engage your core and slowly lower your body until your arms are parallel to the ground. Hold this position for a few seconds, then push yourself back up to the starting position. Repeat for the desired number of repetitions."
290,straddle planche,근력,2,20,abs,https://v2.exercisedb.io/image/LUWtw1hRtLmPCJ,waist,,"Start in a push-up position with your hands shoulder-width apart and your feet spread wide apart. Engage your core and slowly shift your weight forward, bringing your shoulders over your hands. Bend your elbows and lower your body towards the ground, keeping your elbows close to your sides. Pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position. Repeat for the desired number of repetitions."
291,straight leg outer hip abductor,근력,1,20,abductors,https://v2.exercisedb.io/image/L-QcGrVVM9izTm,upper legs,,"Lie on your side with your legs straight and stacked on top of each other. Place your bottom arm under your head for support. Engage your core and lift your top leg as high as possible without rotating your hips or leaning backward. Pause for a moment at the top, then slowly lower your leg back down to the starting position. Repeat for the desired number of repetitions, then switch sides."
